id,movie_name,directors,actors,movie_rating,genre,duration
3768,Travelator,Dusan Milic,"Nikola Rakocevic, Boris Isakovic, Khetanya Henderson",5.4,"Action, Drama",99 min 
3769,Greyscale,Ryan Dunlap,"Ryan Dunlap, Marisa Draeger, Tim Russ",7.5,"Action, Crime, Drama",105 min 
3770,Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson",5.5,"Action, Crime, Thriller",90 min 
3771,Revenge of the Green Dragons,Wai-Keung Lau,"Justin Chon, Kevin Wu, Harry Shum Jr.",5.2,"Action, Crime, Drama",94 min 
3772,Wolves,David Hayter,"Lucas Till, Stephen McHattie, John Pyper-Ferguson",5.2,"Action, Horror",91 min 
3773,Sinbad: The Fifth Voyage,Shahin Sean Solimon,"Patrick Stewart, Isaac C. Singleton Jr., Sadie Alexandru",6.1,"Action, Adventure, Fantasy",89 min 
3774,Ride Along,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter",6.1,"Action, Comedy",99 min 
3775,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA",5.7,"Action, Crime, Drama",90 min 
3776,Outcast,Nick Powell,"Nicolas Cage, Hayden Christensen, Alexandre Bailly",4.6,"Action, Adventure",99 min 
3777,Skin Trade,Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Ron Perlman",5.7,"Action, Crime, Thriller",96 min 
3778,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler",7.9,"Animation, Action, Adventure",102 min 
3779,Dead Sea,Brandon Slagle,"James Duval, Candace Kita, Devanny Pinn",4.0,"Action, Horror, Sci-Fi",90 min 
3780,The Algerian,Giovanni Zelko,"Ben Youcef, Candice Coke, Harry Lennix",8.3,"Action, Romance, Thriller",99 min 
3781,The Back Country,Vincente Aguilera,"Josh Rengert, Chloe Francis, Brandon Vann",7.3,"Action, Adventure, Crime",108 min 
3782,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky",5.6,"Action, Comedy, Fantasy",104 min 
3783,The Bunker,Joe Black,"Ken Shamrock, Mike Brown, Jess Weber",3.1,Action,90 min 
3784,The Monkey King,Pou-Soi Cheang,"Donnie Yen, Yun-Fat Chow, Aaron Kwok",4.7,"Action, Adventure, Family",119 min 
3785,The Dark Forest,Michael R. Morris,"Michael Biehn, Christine Dolce, Ash Gordey",5.7,"Action, Drama, Thriller",90 min 
3786,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard",5.7,"Action, Crime, Drama",109 min 
3787,Toonstone,Brent Triplett,"Cullen Moss, Brent Triplett, Nate Panning",6.9,"Animation, Action, Comedy",81 min 
3788,Persecuted,Daniel Lusko,"James Remar, Dean Stockwell, Bruce Davison",3.6,"Action, Drama, Mystery",91 min 
3789,Default,Simon Brand,"David Oyelowo, Greg Callahan, Katherine Moennig",4.2,"Action, Thriller",88 min 
3790,Tension(s),Vincent Lecrocq,"Louis Mandylor, David Kinsman, Richard Roy Sutton",5.3,"Action, Crime, Drama",77 min 
3791,The Amazing Spider-Man 2,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx",6.8,"Action, Adventure, Fantasy",142 min 
3792,Hunting the Phantom,Marina Kunarova,"Kristanna Loken, Armand Assante, Jose Rosete",5.4,"Action, Adventure, Sci-Fi",120 min 
3793,Pompeii,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland",5.6,"Action, Adventure, Drama",105 min 
3794,Contract Killers,Mathew John Pearson,"Richard Alexander, Dallas Barnett, Renee Cataldo",3.7,"Action, Crime, Thriller",95 min 
3795,Everly,Joe Lynch,"Salma Hayek, Hiroyuki Watanabe, Laura Cepeda",5.0,"Action, Thriller",92 min 
3796,Red Sky,Mario Van Peebles,"Cam Gigandet, Rachael Leigh Cook, Mario Van Peebles",4.2,"Action, Thriller",100 min 
3797,Battle B-Boy,Frank Lin,"Jae Phan, Alison Dahlstrom, Ricky Cole",5.1,"Action, Comedy, Sport",89 min 
3798,Noah,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Anthony Hopkins",5.9,"Action, Adventure, Drama",138 min 
3799,Strike One,David Llauger Meiselman,"Danny Trejo, James Russo, Billy Gallo",8.4,"Action, Crime, Drama",102 min 
3800,Tom Sawyer & Huckleberry Finn,Jo Kastner,"Katherine McNamara, Val Kilmer, Jake T. Austin",5.2,"Action, Adventure, Drama",90 min 
3801,Slaughter Is the Best Medicine,Rishi Thaker,"Nigel Woodings, A.D. Barker, Andrew Gibney",3.5,"Action, Drama, Mystery",97 min 
3802,Heavenly Sword,Gun Ho Jang,"Ashleigh Ball, Barry Dennen, Renae Geerlings",5.2,"Animation, Action, Adventure",85 min 
3803,Devil's Mile,Joseph O'Brien,"David Hayter, Maria del Mar, Casey Hudecki",3.5,"Action, Crime, Horror",88 min 
3804,Non-Stop,Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy",7.0,"Action, Mystery, Thriller",106 min 
3805,Kite,Ralph Ziman,"India Eisley, Jaco Muller, Annabel Linder",4.4,"Action, Crime, Drama",90 min 
3806,Rapture,Richard Lowry,"Blair Besten, Jacqueline Buda, Dagmar Edwards",5.1,"Action, Sci-Fi, Thriller",85 min 
3807,SEAL Patrol,Nicolas Aaron Mezzanatto,"Kristina Anapau, James C. Burns, Tina Casciani",3.6,"Action, Sci-Fi, Thriller",80 min 
3808,Sultanat,Syed Faisal Bukhari,"Javeria Abbasi, Raheela Agha, Haroon Ashraf",5.7,"Action, Drama, Romance",150 min 
3809,Big Game,Jalmari Helander,"Samuel L. Jackson, Onni Tommila, Ray Stevenson",5.5,"Action, Adventure",110 min 
3810,Percentage,Alex Merkin,"Cam'ron, Omar Gooding, Ving Rhames",5.0,"Action, Crime, Thriller",86 min 
3811,Battle,John Jillard Sr.,"John Jillard Sr., Brian Anthony Wilson, Kimberly Bada",7.4,Action,92 min 
3812,In the Blood,John Stockwell,"Gina Carano, Cam Gigandet, Danny Trejo",5.7,"Action, Crime, Thriller",108 min 
3813,Dawn of the Planet of the Apes,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis",7.7,"Action, Drama, Sci-Fi",130 min 
3814,Into the Storm,Steven Quale,"Richard Armitage, Sarah Wayne Callies, Matt Walsh",5.8,"Action, Thriller",89 min 
3815,Swelter,Keith Parmer,"Jean-Claude Van Damme, Lennie James, Alfred Molina",4.6,"Action, Crime, Drama",96 min 
3816,Robot Overlords,Jon Wright,"Gillian Anderson, Ben Kingsley, Callan McAuliffe",4.6,"Action, Adventure, Sci-Fi",90 min 
3817,Hackney's Finest,Chris Bouchard,"Nathanael Wiseman, Arin Alldridge, Enoch Frost",4.5,"Action, Comedy, Crime",90 min 
3818,Gone with the Bullets,Wen Jiang,"Zhang Wen, Zhiwen Wang, Huang Hung",5.9,"Action, Comedy, Drama",140 min 
3819,R.A.D.I.C.A.L.S,Berenika Maciejewicz,"Michela Crayton, Keith Nagel, Adia Dinh",4.4,"Action, Adventure, Family",80 min 
3820,Heaven Is Hell,Mike Meyer,"Lindsey Marks, Christopher Marcum, Ethan Henry",6.6,"Action, Comedy, Fantasy",115 min 
3821,3 Days to Kill,McG,"Kevin Costner, Hailee Steinfeld, Connie Nielsen",6.2,"Action, Drama, Thriller",117 min 
3822,The Cure,David Gould,"Gabriel Abreu, Gino Acevedo, David Allen",3.4,"Action, Sci-Fi, Thriller",90 min 
3823,To Survive,Stephen Folker,"Burt Culver, Ramon Bailey, Berkeley Clayborne",5.0,"Action, Adventure, Drama",75 min 
3824,To Survive,Stephen Folker,"Burt Culver, Ramon Bailey, Berkeley Clayborne",5.0,"Action, Adventure, Drama",75 min 
3825,Bachelor Games,Edward McGown,"Charlie Bewley, Mike Noble, Jack Gordon",5.6,"Action, Adventure, Comedy",86 min 
3826,C.O.O.L.I.O Time Travel Gangster,Paul J. Lane,"Geoff Bell, Vicki Michelle, Paul J. Lane",6.7,"Action, Sci-Fi",85 min 
3827,The Outsider,Brian A Miller,"Craig Fairbrass, James Caan, Jason Patric",4.8,"Action, Crime, Drama",94 min 
3828,Montana,Mo Ali,"Michelle Fairley, Lars Mikkelsen, Dominique Tipper",5.4,"Action, Crime, Drama",108 min 
3829,Yevadu,Vamsi Paidipally,"Ram Charan, Allu Arjun, Shruti K. Haasan",4.8,"Action, Thriller",165 min 
3830,Australiens,Joe Bauer,"Rita Artmann, Tamara McLaughlin, Lawrence Silver",7.4,"Action, Comedy, Sci-Fi",112 min 
3831,Common Outlaws,Louie Iaccarino,"Louie Iaccarino, John Druska, Gregory P. Loomis",5.1,"Action, Drama, Western",92 min 
3832,Pro Wrestlers vs Zombies,Cody Knotts,"Roddy Piper, Jim Duggan, Matt Hardy",3.8,"Action, Comedy, Horror",88 min 
3833,Gutshot Straight,Justin Steele,"George Eads, AnnaLynne McCord, Steven Seagal",3.9,"Action, Thriller",85 min 
3834,Kill Kapone,Alfredo Ramos,"Ronnie Alvarez, Noel Gugliemi, Rico Aiello",7.0,"Action, Crime, Drama",94 min 
3835,The Raid 2,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra",8.0,"Action, Crime, Thriller",150 min 
3836,The Control Group,Peter Hurd,"Brad Dourif, Ross Destiche, Jenna Enemy",6.1,"Action, Horror, Sci-Fi",84 min 
3837,Star Wars: Threads of Destiny,Rasmus Tirzitis,"Patrik Hont, Carolina Neurath, Karl Lindqvist",4.1,"Action, Adventure, Sci-Fi",110 min 
3838,Redirected,Emilis Velyvis,"Vinnie Jones, Scot Williams, Gil Darnell",6.8,"Action, Comedy, Crime",99 min 
3839,Now Hiring,Mark Cantu,"Camden Toy, Johanna Goldsmith, Claire Tablizo",6.5,"Action, Comedy, Family",94 min 
3840,Brutal,Donald Lawrence Flaherty,"Morgan Benoit, Jeff Hatch, David Mattey",7.4,"Action, Drama, Horror",90 min 
3841,22 Jump Street,Phil Lord,"Channing Tatum, Jonah Hill, Ice Cube",7.1,"Action, Comedy, Crime",112 min 
3842,Falcon Rising,Ernie Barbarash,"Neal McDonough, Michael Jai White, Lateef Crowder",5.7,"Action, Adventure",103 min 
3843,Fury: The Tales of Ronan Pierce,Kevin A. McCarthy,"Michael McCarthy, Jordan Elizabeth, Kane Hodder",7.0,"Action, Adventure, Horror",91 min 
3844,Infiltrators,Michael Stokes,"Jonny Cruz, Nathalie Kelley, Hallee Hirsh",5.4,Action,94 min 
3845,Singham Returns,Rohit Shetty,"Kareena Kapoor, Ajay Devgn, Anupam Kher",5.8,"Action, Drama",142 min 
3846,Freezer,Mikael Salomon,"Peter Facinelli, Dylan McDermott, Yuliya Snigir",5.2,"Action, Thriller",91 min 
3847,Broken,Damian X. Fulton,"Soren Fulton, Felix Ryan, Whitney Goin",5.1,"Action, Adventure, Drama",91 min 
3848,The Expendables 3,Patrick Hughes,"Sylvester Stallone, Jason Statham, Jet Li",6.1,"Action, Adventure, Thriller",126 min 
3849,Rogue Strike,Kerry Beyer,"Kerry Beyer, John Lansch, Deke Anderson",6.9,Action,86 min 
3850,Kochadaiiyaan,Soundarya R. Ashwin,"Rajinikanth, Deepika Padukone, Sarath Kumar",6.8,"Animation, Action, Adventure",124 min 
3851,Bad Country,Chris Brinker,"Matt Dillon, Willem Dafoe, Neal McDonough",5.8,"Action, Crime, Drama",95 min 
3852,Tapped Out,Allan Ungar,"Michael Biehn, Cody Hackman, Krzysztof Soszynski",5.3,"Action, Drama, Sport",105 min 
3853,Need for Speed,Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots",6.6,"Action, Crime, Drama",132 min 
3854,Kick,Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui",5.6,"Action, Comedy, Romance",146 min 
3855,1,Sukumar,"Mahesh Babu, Kriti Sanon, Nasser",8.7,"Action, Mystery, Thriller",170 min 
3856,Blood First,Najaa Young,"Wanda Anthony, Mychal Bailey, Jason Baker",4.1,"Action, Crime, Drama",78 min 
3857,The Popcorn Chronicles,Emilio Portes,"Ana de la Reguera, Karla Souza, Kate del Castillo",4.3,"Action, Comedy",101 min 
3858,Die Fighting,Fabien Garcia,"Fabien Garcia, Laurent Buson, Didier Buson",4.8,"Action, Thriller",110 min 
3859,Assassins,Michael Bonomo,"Bill Oberst Jr., Stephen Katz, Dove Meir",6.5,"Action, Drama, Thriller",84 min 
3860,Gang Money Run,R. Scott Leisk,"Wesley Blake, Denise Downs, Jesse Campos",5.0,"Action, Drama, Romance",86 min 
3861,American Muscle,Ravi Dhar,"Nick Principe, Robin Sydney, Todd Farmer",3.9,Action,90 min 
3862,The Hideout,Denny Barnes,"Jinhee Joung, Jeff Trenkle, Tracey Dukes",3.5,"Action, Horror, Thriller",90 min 
3863,Kill Me Three Times,Kriv Stenders,"Simon Pegg, Teresa Palmer, Alice Braga",5.9,"Action, Comedy, Thriller",90 min 
3864,To the Hilt,Stole Popov,"Inti Sraj, Sasko Kocev, Martin Jordanoski",8.1,"Action, Drama, History",165 min 
3865,Rage,Paco Cabezas,"Nicolas Cage, Rachel Nichols, Max Ryan",5.0,"Action, Crime, Thriller",92 min 
3866,The November Man,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",6.3,"Action, Crime, Thriller",108 min 
3867,Ironclad: Battle for Blood,Jonathan English,"Roxanne McKee, Michelle Fairley, Tom Austen",4.3,"Action, Adventure",108 min 
3868,Killers,Kimo Stamboel,"Kazuki Kitamura, Oka Antara, Rin Takanashi",6.5,"Action, Crime, Drama",137 min 
3869,Open Windows,Nacho Vigalondo,"Sasha Grey, Elijah Wood, Neil Maskell",5.2,"Action, Crime, Thriller",100 min 
3870,Undying Dreams,Ash Kohan,"Ash Kohan, Mark Naji, Iyad Hajjaj",4.5,"Action, Drama, War",106 min 
3871,A Grim Becoming,Adam R. Steigert,"Bill Oberst Jr., Melantha Blackthorne, Jessica Cameron",6.6,"Action, Comedy, Horror",115 min 
3872,Taken 3,Olivier Megaton,"Liam Neeson, Forest Whitaker, Maggie Grace",6.0,"Action, Thriller",109 min 
3873,Son of a Gun,Julius Avery,"Ewan McGregor, Brendan Kerkvliet, Brenton Thwaites",6.5,"Action, Crime, Drama",108 min 
3874,The American Gandhi,Joseph Mungra,"James Patrick Stuart, Jim Storm, Rajesh Vivek",6.6,"Action, Drama, Thriller",110 min 
3875,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan",5.5,"Action, Comedy, Crime",180 min 
3876,Left Behind,Vic Armstrong,"Nicolas Cage, Lea Thompson, Cassi Thomson",3.1,"Action, Sci-Fi, Thriller",110 min 
3877,Alien Outpost,Jabbar Raisani,"Adrian Paul, Brandon Auret, Rick Ravanello",4.7,"Action, Sci-Fi, Thriller",90 min 
3878,Field of Lost Shoes,Sean McNamara,"Lauren Holly, Luke Benward, Jason Isaacs",5.6,"Action, Drama, War",96 min 
3879,Abducted,Mark Harris,"Mark Harris, Anna Nightingale, Honor Kneafsey",3.8,"Action, Thriller",80 min 
3880,Bullet,Nick Lyon,"Danny Trejo, Torsten Voges, Jonathan Banks",4.7,"Action, Crime, Thriller",87 min 
3881,Brush with Danger,Livi Zheng,"Ken Zheng, Livi Zheng, Nikita Breznikov",7.3,"Action, Drama, Thriller",90 min 
3882,Starship: Rising,Neil Johnson,"Darren Jacobs, Emii, Brooke Lewis",2.1,"Action, Sci-Fi",91 min 
3883,Poker Night,Greg Francis,"Beau Mirchoff, Ron Perlman, Giancarlo Esposito",6.3,"Action, Crime, Thriller",104 min 
3884,Holiday,A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala",7.4,"Action, Drama, Mystery",170 min 
3885,Plastic,Julian Gilbey,"Ed Speleers, Will Poulter, Alfie Allen",6.0,"Action, Comedy, Crime",102 min 
3886,Iceman,Wing-cheong Law,"Donnie Yen, Baoqiang Wang, Shengyi Huang",4.8,"Action, Comedy, History",104 min 
3887,The Last Survivors,Thomas S. Hammock,"Haley Lu Richardson, Booboo Stewart, Max Charles",5.2,"Action, Thriller",95 min 
3888,Bordering on Bad Behavior,Jac Mulder,"Tom Sizemore, Bernard Curry, Oz Zehavi",4.3,"Action, Comedy, Drama",105 min 
3889,Yaan,Ravi K. Chandran,,3.4,"Action, Thriller",153 min 
3890,Gulaab Gang,Soumik Sen,"Madhuri Dixit, Juhi Chawla, Divya Jagdale",6.2,"Action, Drama",139 min 
3891,Gunday,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra",2.0,"Action, Crime, Drama",152 min 
3892,Starship: Apocalypse,Neil Johnson,"Darren Jacobs, Emii, Brooke Lewis",2.5,"Action, Sci-Fi",86 min 
3893,Karma Cartel,Vinod Bharathan,"Sabumon Abdusamad, Madan Babu, Joseph Chakola",7.8,"Action, Comedy, Drama",100 min 
3894,'71,Yann Demange,"Jack O'Connell, Sam Reid, Sean Harris",7.2,"Action, Drama, Thriller",99 min 
3895,Time to Kill,Brian Williams,"Paul Arnone, Cassandra Baun, Christine Carollo",5.5,"Action, Horror, Thriller",71 min 
3896,Queen of the Mountains,Sadyk Sher-Niyaz,"Elina Abai Kyzy, Nasira Mambetova, Aziz Muradillayev",8.8,"Action, Biography, Drama",135 min 
3897,Queen of the Mountains,Sadyk Sher-Niyaz,"Elina Abai Kyzy, Nasira Mambetova, Aziz Muradillayev",8.8,"Action, Biography, Drama",135 min 
3898,Fist of the Dragon,Antony Szeto,"Josh Thomson, Juju Chan, Ellary Porterfield",4.9,Action,85 min 
3899,April Rain,Luciano Saber,"Deniz Akdeniz, Brittany Beery, Dragos Beldie",3.0,Action,90 min 
3900,Jilla,R.T. Neason,"Mohanlal, Vijay, Kajal Agarwal",6.1,"Action, Drama, Thriller",185 min 
3901,Young Ones,Jake Paltrow,"Nicholas Hoult, Kodi Smit-McPhee, Michael Shannon",5.9,"Action, Drama, Sci-Fi",100 min 
3902,I Am Soldier,Ronnie Thompson,"Tom Hughes, Noel Clarke, Alex Reid",4.5,"Action, Thriller, War",84 min 
3903,P-51 Dragon Fighter,Mark Atkins,"Scott Martin, Stephanie Beran, Ross Brooks",2.9,"Action, Fantasy, Sci-Fi",85 min 
3904,Tell,J.M.R. Luna,"Milo Ventimiglia, Katee Sackhoff, Jason Lee",5.5,"Action, Crime, Drama",89 min 
3905,He Who Dares,Paul Tanter,"Tom Benedict Knight, Simon Phillips, Christina Bellavia",2.9,"Action, Crime, Thriller",82 min 
3906,Hot Bath an' a Stiff Drink,Matthew Gratzner,"Jeffery Patterson, Timothy V. Murphy, Mirelly Taylor",6.6,"Action, Family, Western",93 min 
3907,Main Tera Hero,David Dhawan,"Nargis Fakhri, Salman Khan, Varun Dhawan",5.3,"Action, Comedy, Romance",128 min 
3908,No Weapon Shall Prosper,Michael Lemelle,"April Marcell, Aries Marvin Uzzle, Ryan Harrington",5.9,"Action, Drama, Romance",155 min 
3909,Circus of the Dead,Billy 'Bloody Bill' Pon,"Bill Oberst Jr., Parrish Randall, Chanel Ryan",7.8,"Action, Horror, Thriller",102 min 
3910,Jack Strong,Wladyslaw Pasikowski,"Marcin Dorocinski, Maja Ostaszewska, Patrick Wilson",7.2,"Action, Biography, Crime",128 min 
3911,The Next Generation: Patlabor,Mamoru Oshii,"Erina Mano, Toshio Kakei, Seiji Fukushi",6.2,"Action, Sci-Fi",48 min 
3912,The Hybrid,Billy O'Brien,"John Lynch, Morjana Alaoui, Craig Conway",4.6,"Action, Sci-Fi",94 min 
3913,Spider Man: Lost Cause,Joey Lever,"Joey Lever, Craig Ellis, Teravis Ward",6.5,"Action, Comedy, Drama",140 min 
3914,Crows Explode,Toshiaki Toyoda,"Elly, Motoki Fukami, Masahiro Higashide",6.2,Action,129 min 
3915,The Posthuman Project,Kyle William Roberts,"Kyle Whalen, Collin Place, Lindsay Sawyer",3.7,"Action, Adventure, Comedy",93 min 
3916,Campin' Buddies,Tom Logan,"Don Most, Victoria Jackson, Tom Lester",7.2,"Action, Comedy",60 min 
3917,22 minuty,Vasily Serikov,"Sergey Aprelskiy, Vladimir Blagoy, Vladislav Demin",5.4,"Action, Crime",120 min 
3918,Lucy,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi",6.4,"Action, Sci-Fi, Thriller",89 min 
3919,The War I Knew,Ian Vernon,"Paul Harrison, Guy Wills, Adam Woodward",6.2,"Action, Drama, War",97 min 
3920,Convict,David Field and George Basha,"George Basha, Richard Green, Brian Ellison",4.9,"Action, Crime, Drama",110 min 
3921,Jurassic City,Sean Cain,"Ray Wise, Kevin Gage, Dana Melanie",4.5,"Action, Sci-Fi, Thriller",88 min 
3922,Bang Bang,Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Pavan Malhotra",5.5,"Action, Adventure, Comedy",153 min 
3923,Puncture Wounds,Giorgio Serafini,"Cung Le, Dolph Lundgren, Vinnie Jones",4.3,"Action, Drama",96 min 
3924,American Heist,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster",5.1,"Action, Crime, Drama",94 min 
3925,Blood Mercury,Len Kabasinski,"Len Kabasinski, Deborah Dutch, Jennifer Louise Bardsley",6.2,"Action, Horror, Sci-Fi",90 min 
3926,A Most Violent Year,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo",7.1,"Action, Crime, Drama",125 min 
3927,Wayward: The Prodigal Son,Rob Diamond,"Landon Henneman, Blake Webb, Rob Diamond",6.7,"Action, Drama, Romance",93 min 
3928,Legacy of Thorn,Mj Dixon,"Jade Wallis, Mem Ferda, Paris Rivers",4.9,"Action, Horror",97 min 
3929,Throwback,Travis Bain,"Shawn Brack, Anthony Ring, Melanie Serafin",3.9,"Action, Adventure, Horror",93 min 
3930,Run Like Hell,James Thomas,"Dave Finn, Canyon Prince, Robyn Buck",3.2,"Action, Horror, Thriller",80 min 
3931,Kung Fu Killer,Teddy Chan,"Donnie Yen, Baoqiang Wang, Charlie Yeung",6.5,"Action, Thriller",100 min 
3932,The Anomaly,Noel Clarke,"Noel Clarke, Ian Somerhalder, Brian Cox",4.8,"Action, Sci-Fi, Thriller",97 min 
3933,The Breaking Point,James C. Hunter,"Erik Grey, Diana Lovell, Reggie Peters",7.8,"Action, Crime, Drama",75 min 
3934,Drive Hard,Brian Trenchard-Smith,"John Cusack, Thomas Jane, Zoe Ventoura",4.3,"Action, Comedy, Crime",92 min 
3935,Kundo: Age of the Rampant,Jong-bin Yun,"Jung-woo Ha, Dong-won Kang, Sung-min Lee",6.8,"Action, Drama",137 min 
3936,Die Mamba,Ali Samadi Ahadi,"Michael Niavarani, Christoph Maria Herbst, Melika Foroutan",4.7,"Action, Comedy",96 min 
3937,The Purge: Anarchy,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford",6.5,"Action, Horror, Sci-Fi",103 min 
3938,Aagadu,Sreenu Vaitla,"Mahesh Babu, Tamannaah Bhatia, Sonu Sood",5.7,"Action, Comedy, Drama",165 min 
3939,Guardian Angel,Vahik Pirhamzei,"Vahik Pirhamzei, Bokeem Woodbine, Justine Wachsberger",7.9,"Action, Drama",86 min 
3940,Shongram,Munsur Ali,"Anupam Kher, Asia Argento, Amaan Reza",7.3,"Action, Drama, History",103 min 
3941,Shongram,Munsur Ali,"Anupam Kher, Asia Argento, Amaan Reza",7.3,"Action, Drama, History",103 min 
3942,Water Wars,Cirio H. Santiago,,4.3,Action,78 min 
3943,Not My Day,Peter Thorwarth,"Moritz Bleibtreu, Axel Stein, Jasmin Gerat",6.7,"Action, Adventure, Comedy",110 min 
3944,Apokalips X,Mamat Khalid,"Farid Kamil, Jehan Miskin, Peter Davis",4.8,"Action, Sci-Fi",100 min 
3945,Ninja Immovable Heart,Rob Baard,"Rob Baard, Roger Neave, Danny Glover",3.3,"Action, Drama",97 min 
3946,Fatal Instinct,Luciano Saber,"Ivan Sergei, Richard Burgi, Drew Fuller",4.3,Action,90 min 
3947,Throwdown,Timothy Woodward Jr.,"Timothy Woodward Jr., Mischa Barton, Vinnie Jones",3.5,"Action, Thriller",86 min 
3948,Manja Pai,Raghavan,,6.1,"Action, Comedy, Drama",130 min 
3949,Ninja Apocalypse,Lloyd Lee Barnett,"Christian Oliver, Les Brandt, Cary-Hiroyuki Tagawa",3.0,"Action, Fantasy, Horror",84 min 
3950,Violet,Bas Devos,"Cesar De Sutter, Koen De Sutter, Mira Helmer",5.8,"Action, Drama, Family",85 min 
3951,6 Bullets to Hell,Tanner Beard,"Tanner Beard, Crispian Belfrage, Russell Quinn Cummings",8.1,"Action, Adventure, Western",80 min 
3952,Sector 4: Extraction,Olivier Gruner,"Eric Roberts, Olivier Gruner, Jeff Jay",2.5,"Action, War",91 min 
3953,Vychislitel,Dmitriy Grachev,"Vladas Bagdonas, Sergey Chikhachyov, Anna Chipovskaya",4.2,"Action, Sci-Fi, Thriller",82 min 
3954,Persecuted,Benjamin Bondar,"Joshua M. Bott, John Herzog, Nikita Bogolyubov",7.0,"Action, Drama",19 min 
3955,The Last One,Lee Thongkham,"Luis Valladares, Benjamin Bernard, Kim Santiago",5.6,"Action, Adventure, Fantasy",85 min 
3956,Light from the Darkroom,Lance McDaniel,"Lymari Nadal, Patricia De Leon, Steven Michael Quezada",7.0,"Action, Drama, Thriller",90 min 
3957,Bad City,Carl Bessai,"Aaron Brooks, Dustin Milligan, Amanda Crew",5.0,"Action, Comedy, Crime",100 min 
3958,Unsullied,Simeon Rice,"Rusty Joiner, Murray Gray, James Gaudioso",5.6,"Action, Horror, Thriller",93 min 
